Department,ID,Date,Description,Qty,Retail,Subtotal,Discount,Tax,Total
Packaged_Dry,852277,4/1/2024,Black Forest Stretch Island Fruit Strip Grape,1,1.19,1.19,0,0,1.19
Packaged_Dry,852497,4/4/2024,Black Forest Stretch Island Fruit Strip Grape,1,1.19,1.19,0.06,0,1.13
Packaged_Dry,852756,4/6/2024,Black Forest Stretch Island Fruit Strip Grape,1,1.19,1.19,0,0,1.19
Packaged_Dry,853018,4/8/2024,Black Forest Stretch Island Fruit Strip Grape,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,853018,4/8/2024,Black Forest Stretch Island Fruit Strip Grape,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,853018,4/8/2024,Black Forest Stretch Island Fruit Strip Grape,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,853464,4/13/2024,Black Forest Stretch Island Fruit Strip Grape,1,1.19,1.19,0,0,1.19
Packaged_Dry,853613,4/14/2024,Black Forest Stretch Island Fruit Strip Grape,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,844027,1/5/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,844392,1/10/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,845081,1/18/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,845093,1/18/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.06,0,1.13
Packaged_Dry,845184,1/19/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,845184,1/19/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,845184,1/19/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,845184,1/19/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,845184,1/19/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,845575,1/23/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,845575,1/23/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,845575,1/23/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,847259,2/8/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,847734,2/13/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,847737,2/13/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.06,0,1.13
Packaged_Dry,847854,2/14/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,847996,2/16/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.06,0,1.13
Packaged_Dry,847996,2/16/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.06,0,1.13
Packaged_Dry,848314,2/19/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,848314,2/19/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,848314,2/19/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,848489,2/21/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.06,0,1.13
Packaged_Dry,848590,2/22/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,848973,2/26/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,848973,2/26/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,848973,2/26/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,849057,2/27/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,849764,3/5/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,849812,3/6/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,849978,3/8/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,849978,3/8/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,849978,3/8/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,849978,3/8/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,849978,3/8/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,849978,3/8/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,849978,3/8/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851301,3/22/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851301,3/22/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851301,3/22/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851301,3/22/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851301,3/22/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851301,3/22/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851301,3/22/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851301,3/22/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851667,3/25/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851667,3/25/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851667,3/25/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851667,3/25/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851667,3/25/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851667,3/25/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851667,3/25/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,851824,3/27/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,852277,4/1/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,852277,4/1/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,852362,4/2/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,852497,4/4/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.06,0,1.13
Packaged_Dry,852994,4/8/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,853018,4/8/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,853018,4/8/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,853018,4/8/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,853464,4/13/2024,Black Forest Stretch Island Fruit Strips  Strawberry,1,1.19,1.19,0,0,1.19
Packaged_Dry,846999,2/6/2024,Frankferd Farms Gluten (Wheat) Flour 2#,1,3.99,3.99,0.2,0,3.79
Packaged_Dry,848447,2/21/2024,Frankferd Farms Gluten (Wheat) Flour 2#,1,3.99,3.99,0.4,0,3.59
Packaged_Dry,852010,3/29/2024,Frankferd Farms Gluten (Wheat) Flour 2#,1,3.99,3.99,0,0,3.99
Packaged_Dry,847259,2/8/2024,Lotus Foods Rice Red Bhutan Red 15 oz,1,4.1,4.1,0,0,4.1
Packaged_Dry,847982,2/16/2024,Lotus Foods Rice Red Bhutan Red 15 oz,1,4.1,4.1,1.03,0,3.07
Packaged_Dry,848143,2/17/2024,Lotus Foods Rice Red Bhutan Red 15 oz,1,6.39,6.39,0,0,6.39
Packaged_Dry,844067,1/6/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,844067,1/6/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,844554,1/12/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,844852,1/15/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,845195,1/19/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,1.9,0,5.69
Packaged_Dry,845326,1/20/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,845666,1/24/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,845931,1/27/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,846243,1/30/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0.38,0,7.21
Packaged_Dry,846804,2/4/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,846804,2/4/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,846804,2/4/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,847815,2/14/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0.38,0,7.21
Packaged_Dry,848855,2/25/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,849825,3/6/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,850098,3/9/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,1.9,0,5.69
Packaged_Dry,851207,3/21/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0.76,0,6.83
Packaged_Dry,851700,3/26/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0.38,0,7.21
Packaged_Dry,851919,3/28/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,1.9,0,5.69
Packaged_Dry,851962,3/29/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,851995,3/29/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0.38,0,7.21
Packaged_Dry,852099,3/30/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0.38,0,7.21
Packaged_Dry,852151,3/30/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,1.9,0,5.69
Packaged_Dry,852211,4/1/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,852622,4/5/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,852850,4/6/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,852912,4/7/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0,0,7.59
Packaged_Dry,853011,4/8/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0.38,0,7.21
Packaged_Dry,853011,4/8/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0.38,0,7.21
Packaged_Dry,853267,4/11/2024,Guyette Honey Wildflower 1lb,1,7.59,7.59,0.38,0,7.21
Packaged_Dry,844952,1/16/2024,Sesmark Crackers Ancient Grains Salt,1,3.99,3.99,0,0,3.99
Packaged_Dry,845321,1/20/2024,Sesmark Crackers Ancient Grains Salt,1,3.99,3.99,0.2,0,3.79
Packaged_Dry,845321,1/20/2024,Sesmark Crackers Ancient Grains Salt,1,3.99,3.99,0.2,0,3.79
Packaged_Dry,846605,2/2/2024,Sesmark Crackers Ancient Grains Salt,1,3.99,3.99,1,0,2.99
Packaged_Dry,847475,2/10/2024,Sesmark Crackers Ancient Grains Salt,1,3.99,3.99,0,0,3.99
Packaged_Dry,850281,3/11/2024,Sesmark Crackers Ancient Grains Salt,1,3.99,3.99,0,0,3.99
Packaged_Dry,850705,3/15/2024,Sesmark Crackers Ancient Grains Salt,1,3.99,3.99,0.2,0,3.79
Packaged_Dry,852569,4/4/2024,Sesmark Crackers Ancient Grains Salt,1,3.99,3.99,0.4,0,3.59
Packaged_Dry,852704,4/5/2024,Sesmark Crackers Ancient Grains Salt,1,3.99,3.99,0.2,0,3.79
Packaged_Dry,843795,1/3/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0.2,0,1.79
Packaged_Dry,844173,1/7/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0.1,0,1.89
Packaged_Dry,845845,1/26/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0,0,1.99
Packaged_Dry,846730,2/3/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0.1,0,1.89
Packaged_Dry,846730,2/3/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0.1,0,1.89
Packaged_Dry,847080,2/7/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0.2,0,1.79
Packaged_Dry,847348,2/9/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0.1,0,1.89
Packaged_Dry,847678,2/13/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0,0,1.99
Packaged_Dry,850031,3/8/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0.5,0,1.49
Packaged_Dry,850031,3/8/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0.5,0,1.49
Packaged_Dry,850031,3/8/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0.5,0,1.49
Packaged_Dry,850031,3/8/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0.5,0,1.49
Packaged_Dry,850621,3/14/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0,0,1.99
Packaged_Dry,851093,3/19/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0.1,0,1.89
Packaged_Dry,851362,3/22/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0,0,1.99
Packaged_Dry,851656,3/25/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0,0,1.99
Packaged_Dry,851656,3/25/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0,0,1.99
Packaged_Dry,851889,3/28/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0,0,1.99
Packaged_Dry,852242,4/1/2024,Primal Strips Hot & Spicy,1,1.99,1.99,0.1,0,1.89
Packaged_Dry,848813,2/24/2024,chives OG seeds,1,2.69,2.69,0,0,2.69
Packaged_Dry,851841,3/28/2024,chives OG seeds,1,2.69,2.69,0,0,2.69
Packaged_Dry,849550,3/3/2024,dill OG seeds,1,2.49,2.49,0,0,2.49
Packaged_Dry,851310,3/22/2024,dill OG seeds,1,2.49,2.49,0.12,0,2.37
Packaged_Dry,851724,3/26/2024,dill OG seeds,1,2.49,2.49,0,0,2.49
Packaged_Dry,851932,3/28/2024,dill OG seeds,1,2.49,2.49,0.12,0,2.37
Packaged_Dry,853412,4/13/2024,dill OG seeds,1,2.49,2.49,0,0,2.49
Packaged_Dry,853063,4/9/2024,bean bush blue lake 274,1,1.75,1.75,0.09,0,1.66
Packaged_Dry,847433,2/10/2024,melon cantaloupe hale's seeds,1,2.49,2.49,0.12,0,2.37
Packaged_Dry,852603,4/5/2024,melon cantaloupe hale's seeds,1,2.49,2.49,0,0,2.49
Packaged_Dry,853441,4/13/2024,melon cantaloupe hale's seeds,1,2.49,2.49,0.25,0,2.24
Packaged_Dry,844392,1/10/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0,0,1.19
Packaged_Dry,844958,1/16/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0,0,1.19
Packaged_Dry,845184,1/19/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,845184,1/19/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,845184,1/19/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,845184,1/19/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,845184,1/19/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,845189,1/19/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0,0,1.19
Packaged_Dry,845575,1/23/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0,0,1.19
Packaged_Dry,845575,1/23/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0,0,1.19
Packaged_Dry,845575,1/23/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0,0,1.19
Packaged_Dry,845575,1/23/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0,0,1.19
Packaged_Dry,845575,1/23/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0,0,1.19
Packaged_Dry,846550,2/2/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,846550,2/2/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,846550,2/2/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,846550,2/2/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,846550,2/2/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,846550,2/2/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,846875,2/5/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.06,0,1.13
Packaged_Dry,846875,2/5/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.06,0,1.13
Packaged_Dry,847259,2/8/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0,0,1.19
Packaged_Dry,847341,2/9/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,847731,2/13/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0,0,1.19
Packaged_Dry,847854,2/14/2024,Black Forest Stretch Island Fruit Strips Cherry,1,1.19,1.19,0.3,0,0.89
Packaged_Dry,844865,1/15/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,846647,2/3/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,846775,2/4/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,846864,2/5/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0,0,6.89
Packaged_Dry,847135,2/7/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0,0,6.89
Packaged_Dry,847530,2/11/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,848058,2/17/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,848058,2/17/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,848314,2/19/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,1.72,0,5.17
Packaged_Dry,848558,2/22/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,848600,2/22/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.69,0,6.2
Packaged_Dry,848871,2/25/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,848973,2/26/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,1.72,0,5.17
Packaged_Dry,849122,2/28/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,849431,3/2/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0,0,6.89
Packaged_Dry,849553,3/3/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,849650,3/4/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,849650,3/4/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,850207,3/10/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,850334,3/11/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,1.72,0,5.17
Packaged_Dry,850749,3/16/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,851667,3/25/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,1.72,0,5.17
Packaged_Dry,852262,4/1/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,852780,4/6/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,1.72,0,5.17
Packaged_Dry,853018,4/8/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,1.72,0,5.17
Packaged_Dry,853690,4/15/2024,Nature's Path  Granola Love Crunch Choc/Berries Granola Cereal,1,6.89,6.89,0.34,0,6.55
Packaged_Dry,850251,3/11/2024,Ohsawa Nama Shoyu 32 oz,1,24.99,24.99,0,0,24.99
Packaged_Dry,851734,3/26/2024,Ohsawa Nama Shoyu 32 oz,1,17.5,17.5,4.38,0,13.12
Packaged_Dry,852233,4/1/2024,Ohsawa Nama Shoyu 32 oz (best by 3.24),1,17.5,17.5,4.38,0,13.12
Packaged_Dry,844023,1/5/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0.23,0,4.46
Packaged_Dry,844023,1/5/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0.23,0,4.46
Packaged_Dry,844060,1/6/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0,0,4.69
Packaged_Dry,844503,1/11/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0,0,4.69
Packaged_Dry,844632,1/12/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,1.17,0,3.52
Packaged_Dry,844950,1/16/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0,0,4.69
Packaged_Dry,845387,1/21/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0.23,0,4.46
Packaged_Dry,846026,1/27/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0,0,4.69
Packaged_Dry,846659,2/3/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0.23,0,4.46
Packaged_Dry,846970,2/6/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0.23,0,4.46
Packaged_Dry,847022,2/6/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0,0,4.69
Packaged_Dry,847235,2/8/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0.47,0,4.22
Packaged_Dry,850509,3/13/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0,0,4.69
Packaged_Dry,850661,3/15/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0,0,4.69
Packaged_Dry,851213,3/21/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0.23,0,4.46
Packaged_Dry,851433,3/23/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0.23,0,4.46
Packaged_Dry,851435,3/23/2024,Chocolove Cherries in Dark Chocolate Org 3 oz,1,4.69,4.69,0.23,0,4.46
Packaged_Dry,846796,2/4/2024,Eden Apple Sauce w/Cherry,1,8.99,8.99,0.45,0,8.54
Packaged_Dry,846796,2/4/2024,Eden Apple Sauce w/Cherry,1,8.99,8.99,0.45,0,8.54
Packaged_Dry,846796,2/4/2024,Eden Apple Sauce w/Cherry,1,8.99,8.99,0.45,0,8.54
Packaged_Dry,850825,3/16/2024,Eden Apple Sauce w/Cherry,1,8.99,8.99,0,0,8.99
Packaged_Dry,844692,1/13/2024,Frankferd Farms Beans Cannellini 1#,1,5.79,5.79,0.29,0,5.5
Packaged_Dry,845165,1/18/2024,Frankferd Farms Beans Cannellini 1#,1,5.79,5.79,1.45,0,4.34
Packaged_Dry,845657,1/24/2024,Frankferd Farms Beans Cannellini 1#,1,5.79,5.79,0.58,0,5.21
Packaged_Dry,845657,1/24/2024,Frankferd Farms Beans Cannellini 1#,1,5.79,5.79,0.58,0,5.21
Packaged_Dry,846629,2/3/2024,Frankferd Farms Beans Cannellini 1#,1,5.79,5.79,0,0,5.79
Packaged_Dry,846629,2/3/2024,Frankferd Farms Beans Cannellini 1#,1,5.79,5.79,0,0,5.79
Packaged_Dry,846629,2/3/2024,Frankferd Farms Beans Cannellini 1#,1,5.79,5.79,0,0,5.79
Packaged_Dry,847427,2/10/2024,Frankferd Farms Beans Cannellini 1#,1,5.79,5.79,1.45,0,4.34
Packaged_Dry,847939,2/15/2024,Frankferd Farms Beans Cannellini 1#,1,5.79,5.79,1.45,0,4.34
Packaged_Dry,847939,2/15/2024,Frankferd Farms Beans Cannellini 1#,1,5.79,5.79,1.45,0,4.34
Packaged_Dry,848500,2/21/2024,Frankferd Farms Beans Cannellini 1#,1,5.79,5.79,0.58,0,5.21
